Name,Comedy,Action,Fantasy,Adventure,Kids,Drama,Sci-Fi,Music,Shounen,Slice of Life,Romance,School,Supernatural,Hentai,Historical,Mecha,Magic,Seinen,Ecchi,Mystery,Sports,Shoujo,Parody,Super Power,Military,Dementia,Demons,Space,Horror,Martial Arts,Harem,Game,Psychological,Police,Samurai,Vampire,Cars,Thriller,Shounen Ai,Josei,Shoujo Ai,Unknown,Yaoi,Yuri,Genres
Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Seinen, Sports, Super Power"
So Ra No Wo To Specials,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Military, Music, Sci-Fi, Slice of Life"
Norabbits' Minutes,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Fantasy, Kids"
Hime Chen! Otogi Chikku Idol Lilpri,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Magic, Shoujo"
Jigoku Sensei Nube (Movie),1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Adventure, Comedy, Horror, School, Shounen, Supernatural"
Dance in the Vampire Bund: Special Edition,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"Action, Supernatural, Vampire"
Hoka Hoka Kazoku,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Historical"
Genji Tsuushin Agedama,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Action, Parody, Comedy, Sci-Fi"
Aa Harimanada,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,"Sports, Martial Arts, Seinen"
Jewelpet Twinkle☆,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Magic, School, Shoujo"
Fushigi na Elevator,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
Baby Felix,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Akuma-kun (Movie),,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Adventure, Horror, Supernatural, Magic, Fantasy"
Akuma-kun: Youkoso Akuma Land e!!,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Adventure, Horror, Supernatural, Magic, Fantasy"
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Adventure, Comedy, Horror, Supernatural, School, Shounen"
"on-chan, Yume Power Daibouken!",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
True Tears Epilogue,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Romance, Music, Drama"
Princess Lover!: Magical Knight Maria-chan,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Magic, Parody"
Genji,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Magic, Romance"
Muumin,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Slice of Life"
Muumin (1972),1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Slice of Life"
Anime Yasei no Sakebi,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Drama"
Wanpaku Oomukashi Kum Kum,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Adventure, Comedy, Historical"
Rio: Rainbow Gate!,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,"Game, Comedy, Ecchi"
Mizuki Shigeru no Toono Monogatari,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Fantasy"
Keshikasu-kun,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Sports"
Naruto: Shippuuden Movie 4 - The Lost Tower,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,"Action, Comedy, Martial Arts, Shounen, Super Power"
Bleach Movie 4: Jigoku-hen,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
Soukou Kihei Votoms: Case;Irvine,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Military, Sci-Fi, Drama, Mecha"
Votoms Finder,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Koei Futatabi,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Drama, Mecha, Military, Sci-Fi"
Damen's Walker,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance"
Kanin Tokkyuu Michishio,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Hyakka Ryouran: Samurai Girls,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,"Action, Harem, Comedy, Ecchi, Samurai, School"
Biohazard 4: Incubate,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller"
Ai no Senshi Rainbowman,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Mecha, Sci-Fi"
SD Gundam Sangokuden Brave Battle Warriors,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Historical, Mecha"
Toumei Ningen R,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Ojousama wa H ga Osuki: The Animation,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Seitokaichou Hikaru,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Gakuen Saimin Reido,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Shinshou Genmukan,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Planzet,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Mecha, Sci-Fi"
Ladies versus Butlers! Specials,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecchi, Seinen"
Koutetsu Sangokushi Special,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Shounen"
Magic Kaito,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Romance, Shounen"
Tegamibachi Reverse,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Supernatural, Fantasy, Shounen"
Piece,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Tentai Senshi Sunred: Short Corner,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Seinen, Super Power"
Kawasaki Frontale x Tentai Senshi Sunred,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Seinen, Sports, Super Power"
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, School"
Pelican Road Club Caroucha,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, Shounen"
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,"Police, Comedy, Mystery, Shounen"
Kudan,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
Kodomo no Keijijougaku,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
Hanakappa,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Shoka,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy, Historical"
Kachou no Koi,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,"Comedy, Romance, Yaoi"
Ukkari Pénélope,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Ukkari Pénélope OVA,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
Tengen Toppa Gurren Lagann: Parallel Works 2,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecha, Music"
Ketsuinu,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Super Power"
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Super Power"
Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Super Power"
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 04: Henderland no Daibouken,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Magic, Ecchi, Seinen"
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Historical, Fantasy, Seinen"
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, School, Seinen, Slice of Life"
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, School, Seinen, Slice of Life"
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Comedy, Seinen"
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Adventure, Comedy, Seinen"
Makoto-chan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Shin Mitsubachi Maya no Bouken,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy"
Chogattai Majutsu Robot Ginguiser,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Mecha, Sci-Fi, Shounen"
Cyborg 009 (TV),,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Mecha, Sci-Fi, Shounen"
Bonobono: Kumomo no Ki no Koto,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama
Sora no Otoshimono: Forte,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Durarara!! Specials,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, Supernatural"
Marie & Gali ver. 2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Metal Fight Beyblade: Baku,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Sports"
Oi! Ryouma,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Drama, Historical"
Bonobono,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Bonobono (TV) Specials,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Vampire Knight: Gekiai no Portrait,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,"Comedy, Vampire, Shoujo"
Ookiku Furikabutte: Natsu no Scorebook,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sports"
MM!,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Comedy, Ecchi, School"
Gosick,,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery, Historical, Drama, Romance"
Hourou Musuko,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, School, Seinen, Slice of Life"
Mahou no Star Magical Emi: Kumo Hikaru,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Shoujo, Slice of Life"
Animentary: Ketsudan,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Military, Historical"
Pokemon Ranger: Hikari no Kiseki,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Kids"
Black Lagoon Omake,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Mecha, Shounen"
Mahou no Star Magical Emi: Semishigure,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Magic, Shoujo"
SAI: Part 1 / Revolving... to the Core,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Music"
Togainu no Chi,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,"Action, Sci-Fi, Shounen Ai"
Guskou Budori no Denki,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama
Donguri to Yamaneko,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama
Queen's Blade: Utsukushiki Toushi-tachi,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Ecchi, Fantasy"
Yozakura Quartet: Hoshi no Umi,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
Mirai Nikki OVA,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Shounen, Supernatural"
Pants no Ana: Mambo de Ganbo!,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, School"
Ichiban Ushiro no Daimaou Specials,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, Fantasy, Magic, Shounen"
Naoko no Tropic Angel: Hyouryuu,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Asura,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Historical"
Otome Youkai Zakuro,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,"Demons, Historical, Military, Romance, Seinen, Supernatural"
Doubutsu Kankyou Kaigi,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Hetalia World Series,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Historical, Parody"
"""Bungaku Shoujo"" Memoire",,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, School"
Kihei Senki Legacies,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Mecha"
Onigamiden,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Action, Demons, Supernatural"
Digimon Adventure 3D: Digimon Grand Prix!,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
Digimon Savers 3D: Digital World Kiki Ippatsu!,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy, Kids, Supernatural"
Kikansha Yaemon,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Kids"
Gegege no Kitarou: Kitarou no Yuurei Densha,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,"Adventure, Super Power, Demons, Supernatural"
Kikansha Yaemon: D51 no Daibouken,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Kids"
Mahoutsukai Haley no Speed Story,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Magic, Fantasy"
Neko Neko Fantasia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Haguregumo,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"Comedy, Historical, Samurai, Seinen"
Chibikko Kaijuu Yadamon,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids, Supernatural"
Fushigi Mahou Fun Fun Pharmacy,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Magic"
Ikkitousen: Xtreme Xecutor Specials,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi"
Break Blade 2: Ketsubetsu no Michi,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Fantasy, Mecha, Military, Shounen"
Baka to Test to Shoukanjuu Ni!,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance, School, Super Power"
Mai-Otome Special: Otome no Inori,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"School, Slice of Life"
Biriken,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Comedy"
Biriken Nandemo Shoukai,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Comedy"
Midoriyama Koukou Koushien-hen (Movie),1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, School, Sports"
Sukeban Shoukai Cutie Lemon,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
The Kabocha Wine: Nita no Aijou Monogatari,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Romance, School"
Kami nomi zo Shiru Sekai,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Harem, Romance, Shounen, Supernatural"
Honey Tokyo,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sci-Fi
"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Shounen"
Hana no Kage,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Demons, Drama, Historical, Romance"
Fortune Arterial: Akai Yakusoku,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"Comedy, Romance, School, Supernatural, Vampire"
Gokujou!! Mecha Mote Iinchou Second Collection,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance, School, Shoujo"
Toilet no Hanako-san,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Horror
Shin Ace wo Nerae!,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, School, Shoujo, Sports"
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 10: Arale no Bikkuriman,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Time Bokan Series: Time Patroltai Otasukeman,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Sci-Fi"
Hashire Melos (1981),,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Drama"
